idx	tier	date	link	insts	venue	title
739	C	2024-04	10.1109/jsen.2024.3382479	Georgia Institute of Technology	IEEE Sensors Journal	HamQ: Hamming Weight-Based Energy-Aware Quantization for Analog Compute-in-Memory Accelerator in Intelligent Sensors
740	C	2024-03	10.3389/fnins.2024.1335422	Imec the Netherlands; IMEC; Delft University of Technology; Embedded Systems (United States)	Frontiers in Neuroscience	Optimizing event-based neural networks on digital neuromorphic architecture: a comprehensive design space exploration
741	A	2024-03	arxiv.org/abs/2403.18560v1	?	arXiv (Cornell University)	Noise-Robust Keyword Spotting through Self-supervised Pretraining
742	A	2024-03	10.1007/s44196-024-00448-1	Guangzhou Maritime College; Nanchang Hangkong University; Shandong Normal University	International Journal of Computational I	Speech Keyword Spotting Method Based on Swin-Transformer Model
743	C	2024-03	10.23919/date58400.2024.10546828	ETH Zurich		Work in Progress: Linear Transformers for TinyML
744	C	2024-03	10.14279/tuj.eceasst.50.796	University of York		An Approach for Model Querying-by-Example Applied to Multi- Paradigm Models
745	C	2024-03	10.48550/arxiv.2403.15667	?	arXiv (Cornell University)	QueryExplorer: An Interactive Query Generation Assistant for Search and Exploration
746	A	2024-03	arxiv.org/abs/2403.13332v1	Shanghai Jiao Tong University; Nvidia (United Kingdom)		TDT-KWS: Fast And Accurate Keyword Spotting Using Token-and-duration Transducer
747	C	2024-03	10.56726/irjmets50521	?	International Research Journal of Modern	Desktop Graphical User Interface Voice Navigator
748	A	2024-03	10.1109/icassp48485.2024.10446268	Changhong (China); Southwest Petroleum University		Temporal Convolution Shrinkage Network for Keyword Spotting
749	A	2024-03	10.1109/icassp48485.2024.10446764	Samsung (United Kingdom)		Joint Embedding Learning and Latent Subspace Probing for Cross-Domain Few-Shot Keyword Spotting
750	A	2024-03	10.1109/icassp48485.2024.10447258	SpeechTech (Czechia); University of Edinburgh; Amazon (United States)		On-Device Constrained Self-Supervised Learning for Keyword Spotting via Quantization Aware Pre-Training and Fine-Tuning
751	A	2024-03	10.1109/icassp48485.2024.10447074	Fraunhofer Institute for Integrated Circuits; International Audio Laboratories Erlangen		Sector-Based Interference Cancellation for Robust Keyword Spotting Applications Using an Informed MPDR Beamformer
752	C	2024-03	10.1109/icassp48485.2024.10447259	Indian Institute of Technology Madras		Study of Abuse Detection in Continuous Speech for Indian Languages
753	C	2024-03	10.1109/icassp48485.2024.10447203	Southeast University		Small-Footprint Automatic Speech Recognition System using Two-Stage Transfer Learning based Symmetrized Ternary Weight Network
754	C	2024-03	10.1109/icassp48485.2024.10447390	Imperial College London; Technical University of Munich		AttHear: Explaining Audio Transformers Using Attention-Aware NMF
755	C	2024-03	10.1109/icassp48485.2024.10447477	Google (United States)		Improving Acoustic Echo Cancellation for Voice Assistants Using Neural Echo Suppression and Multi-Microphone Noise Reduction
756	A	2024-03	10.1109/icassp48485.2024.10446042	Wuhan University; Duke Kunshan University; System Equipment (China); University of Science and Technology of China		Efficient Personal Voice Activity Detection with Wake Word Reference Speech
757	A	2024-03	10.1109/icassp48485.2024.10448320	Georgia Institute of Technology; Amazon (United States)		Hot-Fixing Wake Word Recognition for End-to-End ASR Via Neural Model Reprogramming
758	C	2024-03	10.1109/icassp48485.2024.10448060	University of Sheffield		SCORE: Self-Supervised Correspondence Fine-Tuning for Improved Content Representations
759	C	2024-03	10.1109/icassp48485.2024.10446514	Inner Mongolia University		HENet: Hyperbolic-Based Encoder-Decoder Network for Word Spotting in Historical Mongolian Documents
760	C	2024-03	arxiv.org/abs/2403.09298v1	?	arXiv (Cornell University)	More than words: Advancements and challenges in speech recognition for singing
761	C	2024-03	arxiv.org/abs/2403.09035v1	Singapore Management University		DiTMoS: Delving into Diverse Tiny-Model Selection on Microcontrollers
762	A	2024-03	arxiv.org/abs/2403.10549v1	ETH Zurich; Huawei Technologies (France); KU Leuven; VERSES (United States)		On-Device Domain Learning for Keyword Spotting on Low-Power Extreme Edge Embedded Systems
763	A	2024-03	arxiv.org/abs/2403.07802v1	?	arXiv (Cornell University)	Boosting keyword spotting through on-device learnable user speech characteristics
764	C	2024-03	arxiv.org/abs/2403.07958v1	?	arXiv (Cornell University)	Temporal Decisions: Leveraging Temporal Correlation for Efficient Decisions in Early Exit Neural Networks
765	A	2024-03	10.1109/percomworkshops59983.2024.10503529	University College Cork; South East Technological University; Institute of Technology Carlow		Personal Voice Assistant Wake Word Jamming
766	A	2024-03	arxiv.org/abs/2403.01700v1	Duke Kunshan University; Zhejiang Lab		Robust Wake Word Spotting With Frame-Level Cross-Modal Attention Based Audio-Visual Conformer
767	C	2024-03	arxiv.org/abs/2403.01369v1	?	arXiv (Cornell University)	A Closer Look at Wav2Vec2 Embeddings for On-Device Single-Channel Speech Enhancement
768	C	2024-03	10.1121/10.0027708	University of Rochester	The Journal of the Acoustical Society of	Direction of arrival estimation in reverberant environments using a single vibration sensor on an elastic panel
769	A	2024-02	10.1186/s13636-024-00334-w	Universidad San Pablo CEU; Universidad Autónoma de Madrid	EURASIP Journal on Audio Speech and Musi	Whisper-based spoken term detection systems for search on speech ALBAYZIN evaluation challenge
770	A	2024-02	10.1109/ncc60321.2024.10485678	Indian Institute of Technology Hyderabad		Lattice-Free Open Vocabulary Keyword Spotting
771	C	2024-02	10.1016/j.patcog.2024.110385	Chongqing University; Civil Aviation Flight University of China; Guilin University of Electronic Technology	Pattern Recognition	BALQUE: Batch active learning by querying unstable examples with calibrated confidence
772	C	2024-02	https://hal.science/hal-04478250	Laboratoire Informatique d'Avignon	HAL (Le Centre pour la Communication Sci	Learning linguistic content embeddings for phrase and language independent utterance verification
773	C	2024-02	10.3390/electronics13050875	Jožef Stefan Institute; Jožef Stefan International Postgraduate School; University of Ljubljana	Electronics	Hardware–Software Co-Design of an Audio Feature Extraction Pipeline for Machine Learning Applications
774	C	2024-02	10.1109/icaiic60209.2024.10463430	Nazarbayev University		ChatGPT for Visually Impaired and Blind
775	A	2024-02	10.1109/isscc49657.2024.10454389	Commissariat à l'Énergie Atomique et aux Énergies Alternatives; CEA Grenoble		17.8 0.4V 988nW Time-Domain Audio Feature Extraction for Keyword Spotting Using Injection-Locked Oscillators
776	A	2024-02	10.1109/isscc49657.2024.10454492	University of Electronic Science and Technology of China		14.8 KASP: A 96.8% 10-Keyword Accuracy and 1.68μJ/Classification Keyword Spotting and Speaker Verification Processor Using Adaptive Beamforming and Progressive Wake-Up
777	C	2024-02	10.1109/isscc49657.2024.10454548	University of Macau; Lusíada University of Lisbon		17.9 A 1.8% FAR, 2ms Decision Latency, 1.73nJ/Decision Keywords Spotting (KWS) Chip Incorporating Transfer-Computing Speaker Verification, Hybrid-Domain Computing and Scalable 5T-SRAM
778	A	2024-02	10.1007/s11042-023-18047-1	Indian Institute of Technology BHU; Banaras Hindu University	Multimedia Tools and Applications	Water chicken swarm optimization-based deep segmental neural network for spoken term detection using bayesian filtering
779	A	2024-02	10.5281/zenodo.12705769	The University of Texas at Dallas; Aalborg University	VBN Forskningsportal (Aalborg Universite	Fearless Steps APOLLO: Identifying Conversational Mission-Critical Topics in NASA Apollo Missions Audio Based on Keyword Spotting
780	C	2024-01	10.48550/arxiv.2401.18024	?	arXiv (Cornell University)	Benchmarking Private Population Data Release Mechanisms: Synthetic Data vs. TopDown
781	C	2024-01	10.1109/jssc.2024.3357045	Tsinghua University; National Tsing Hua University	IEEE Journal of Solid-State Circuits	ANP-I: A 28-nm 1.5-pJ/SOP Asynchronous Spiking Neural Network Processor Enabling Sub-0.1-μ J/Sample On-Chip Learning for Edge-AI Applications
782	A	2024-01	arxiv.org/abs/2401.14978v1	Beihang University	IEEE Transactions on Visualization and C	Robust Dual-Modal Speech Keyword Spotting for XR Headsets
783	C	2024-01	10.29007/5k86	University of West Bohemia in Pilsen	EPiC series in computing	KWDOA: Adapted dataset for detection of the direction of arrival of the keyword
784	C	2024-01	arxiv.org/abs/2401.10543v2	?	arXiv (Cornell University)	Multilingual acoustic word embeddings for zero-resource languages
785	B	2024-01	arxiv.org/abs/2401.08052v3	Wuhan University	IEEE Transactions on Audio Speech and La	Multi-Input Multi-Output Target-Speaker Voice Activity Detection For Unified, Flexible, and Robust Audio-Visual Speaker Diarization
786	A	2024-01	arxiv.org/abs/2401.06897v1	University of California, Riverside		Maximum-Entropy Adversarial Audio Augmentation for Keyword Spotting
787	A	2024-01	arxiv.org/abs/2401.06485v1	Shanghai Jiao Tong University		Contrastive Learning With Audio Discrimination For Customizable Keyword Spotting In Continuous Speech
788	C	2024-01	10.1109/tcsii.2024.3351910	Southeast University	IEEE Transactions on Circuits & Systems 	On-Chip-Registration Supported ASR Processor Using Two-Step Transfer-Learning TWN
789	A	2024-01	10.1109/access.2024.3421605	Warsaw University of Technology; Samsung (Poland)	IEEE Access	Improved Small-Footprint ASR-Based Solution for Open Vocabulary Keyword Spotting
790	A	2024-01	10.1109/access.2024.3380350	Bandung Institute of Technology; IMEC	IEEE Access	Efficient Real-Time Smart Keyword Spotting Using Spectrogram-Based Hybrid CNN-LSTM for Edge System
791	N	2024-01	10.23940/ijpe.24.02.p4.9198	Université Larbi Tébessi	International Journal of Performability 	Keyword Spotting from Historical Handwritten Manuscripts using CLBP and CRLBP
792	A	2024-01	10.1109/lsp.2024.3484932	Korea University	IEEE Signal Processing Letters	KFA: Keyword Feature Augmentation for Open Set Keyword Spotting
793	A	2024-01	10.1109/lsp.2024.3407481	Shanghai University of Engineering Science; Chinese University of Hong Kong	IEEE Signal Processing Letters	DQDG: Data-Free Quantization With Dual Generators for Keyword Spotting
794	A	2024-01	10.1007/978-981-97-0601-3_31	Northwestern Polytechnical University	Communications in computer and informati	Leveraging Synthetic Speech for CIF-Based Customized Keyword Spotting
795	A	2024-01	10.1007/978-3-031-67162-3_31	Chongqing University of Posts and Telecommunications; Southwest University	Lecture notes of the Institute for Compu	Multi-scale and Coordinate Attention Residual Network for Efficient Keyword Spotting
796	A	2024-01	10.1007/978-981-97-0601-3_11	Shanghai Jiao Tong University; Tsinghua University	Communications in computer and informati	End-to-End Streaming Customizable Keyword Spotting Based on Text-Adaptive Neural Search
797	A	2024-01	10.2139/ssrn.4376620	Université de Tours	SSRN Electronic Journal	DLSpot: Original and Coherent Keyword Spotting System Using DTW Classifier and LBP Texture Descriptor
798	A	2024-01	10.2139/ssrn.4733124	?	SSRN Electronic Journal	Personalized User-Defined Keyword Spotting in Household Environments: A Text-Audio Multi-Modality Approach
799	C	2024-01	10.1109/access.2024.3349557	Universitat Politècnica de Catalunya; University of Essex; Queen's University Belfast	IEEE Access	The Effects of Weight Quantization on Online Federated Learning for the IoT: A Case Study
800	C	2024-01	10.1109/mssc.2024.3455290	SIB Swiss Institute of Bioinformatics; University of Zurich; ETH Zurich; Aalto University	IEEE Solid-State Circuits Magazine	Bringing Dynamic Sparsity to the Forefront for Low-Power Audio Edge Computing: Brain-inspired approach for sparsifying network updates
801	B	2024-01	10.2139/ssrn.5031328	?	SSRN Electronic Journal	Improved Keyword Detection in Soundbars for Musical Noise and High Volume Nonlinear Distortion
802	C	2024-01	10.18653/v1/2024.sigmorphon-1	?		Proceedings of the 21st SIGMORPHON workshop on Computational Research in Phonetics, Phonology, and Morphology
803	C	2024-01	10.2139/ssrn.4945276	South China University of Technology	SSRN Electronic Journal	An Effective Sample Learning: Biasing Samples with High Class Uncertainty
804	C	2024-01	10.32657/10356/199621	?		SNN based ultra-low power system for voice assistant application
805	C	2024-01	10.1109/access.2024.3497158	Infineon Technologies (Germany); Technical University of Munich; Ruhr University Bochum	IEEE Access	Leveraging Temporal Patterns: Automated Augmentation to Create Temporal Early Exit Networks for Efficient Edge AI
806	A	2024-01	10.1109/access.2024.3506982	Nazarbayev University	IEEE Access	Semantically Expanded Spoken Term Detection
807	A	2024-01	10.1109/taslp.2024.3407476	?	IEEE/ACM Transactions on Audio Speech an	Written Term Detection Improves Spoken Term Detection
808	A	2024-01	10.1109/access.2024.3520605	National Institute of Technology Goa; Indian Institute of Technology Dharwad; Manipal Academy of Higher Education	IEEE Access	Exploring the Effectiveness of Feature Reduction and Kernel-Based Matching for Query-by- Example Spoken Term Detection Using CNN
809	C	2024-01	10.1109/access.2024.3520394	Indian Institute of Technology BHU; Banaras Hindu University	IEEE Access	A Review on Language-Independent Search on Speech and its Applications
810	C	2024-01	10.1109/tip.2024.3359062	Beijing Jiaotong University; Chinese Academy of Sciences; Institute of Information Engineering; University of Chinese Academy of Sciences	IEEE Transactions on Image Processing	Multimodal Composition Example Mining for Composed Query Image Retrieval
811	C	2024-01	10.1007/978-3-031-68391-6_11	University of California, Berkeley; Cornell University	Lecture notes in computer science	Certifying Private Probabilistic Mechanisms
812	C	2024-01	10.1007/978-3-031-56435-2_1	Charles University	Lecture notes in computer science	RESET: Relational Similarity Extension for V3C1 Video Dataset
813	A	2023-12	10.1109/tetc.2023.3345346	Georgia Institute of Technology; Google (United States)	IEEE Transactions on Emerging Topics in 	A FeFET-Based ADC Offset Robust Compute-In-Memory Architecture for Streaming Keyword Spotting (KWS)
